,id,timestamp,age_range,industry,job,job_context,annual_salary,add_compensation,currency,other_currency,income_context,country,state,all_experience,field_experience,education-level,gender,race
493,494,2021-04-27 12:47:53,35-44,Computing or Tech,Senior Finance Manager,NaN,175000,100000.0,USD,NaN,Additional comp includes cash bonus and annual approx value of RSUs,United States,California,11 - 20 years,8 - 10 years,Master's degree,Woman,White
494,495,2021-04-27 12:48:06,45-54,Computing or Tech,Support Specialist,2nd tier IT technician,60000,8000.0,USD,NaN,Overtime,United States,Pennsylvania,11 - 20 years,5-7 years,College degree,Man,White
495,496,2021-04-27 12:48:34,25-34,Computing or Tech,UX Researcher,NaN,153000,50000.0,USD,NaN,NaN,United States,California,8 - 10 years,8 - 10 years,Master's degree,Woman,White
496,497,2021-04-27 12:48:55,35-44,Computing or Tech,Senior Software Developer,NaN,94700,0.0,USD,NaN,NaN,United States,Nebraska,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American
497,498,2021-04-27 12:49:33,25-34,Nonprofits,Workshop Coordinator,"I coordinate pro se workshops (that is, workshops for people who can't find legal representation) for a migrant rights nonprofit",50000,0.0,USD,NaN,NaN,United States,Georgia,8 - 10 years,5-7 years,Master's degree,Woman,Asian or Asian American
497,498,2021-04-27 12:49:33,25-34,Nonprofits,Workshop Coordinator,"I coordinate pro se workshops (that is, workshops for people who can't find legal representation) for a migrant rights nonprofit",50000,0.0,USD,NaN,NaN,United States,Georgia,8 - 10 years,5-7 years,Master's degree,Woman,White
498,499,2021-04-27 12:49:42,35-44,Government Affairs/Lobbying,Director of Government Affairs,"Registered lobbyist for association, but do work in addition to pure lobbying",130000,1000.0,USD,NaN,NaN,United States,District of Columbia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
499,500,2021-04-27 12:50:32,45-54,Computing or Tech,Project Lead,NaN,162400,0.0,USD,NaN,NaN,United States,Virginia,21 - 30 years,21 - 30 years,Master's degree,Woman,White
500,501,2021-04-27 12:50:59,35-44,Education (Higher Education),Head of Technical Services,"I work in a library and take care of ""back-end"" things",77000,0.0,USD,NaN,NaN,United States,Colorado,11 - 20 years,11 - 20 years,Master's degree,Woman,White
501,502,2021-04-27 12:51:15,45-54,Computing or Tech,Marketing Communications Manager,NaN,78000,6000.0,USD,NaN,bonus eligible,United States,Pennsylvania,31 - 40 years,21 - 30 years,Master's degree,Woman,White
502,503,2021-04-27 12:51:30,25-34,"Accounting, Banking & Finance",Accounting Manager,Consulting Accounting Manager/controller providing fractional CFO services to clients,87000,0.0,USD,NaN,"haven't received bonuses yet in current role, but in similar roles have received ~$5k",United States,Texas,8 - 10 years,5-7 years,Master's degree,Woman,White
503,504,2021-04-27 12:51:43,35-44,Education (Higher Education),Writing Center Director,Student-Support Service/Faculty Role,52000,0.0,USD,NaN,NaN,United States,Texas,11 - 20 years,11 - 20 years,Master's degree,Woman,White
504,505,2021-04-27 12:51:52,35-44,Education (Higher Education),Assistant Director Business Intelligence,NaN,82000,0.0,USD,NaN,NaN,United States,Alabama,11 - 20 years,8 - 10 years,College degree,Woman,White
505,506,2021-04-27 12:52:36,25-34,"Accounting, Banking & Finance",Data analyst,NaN,70000,2000.0,USD,NaN,NaN,United States,Ohio,5-7 years,2 - 4 years,College degree,Woman,White
506,507,2021-04-27 12:52:46,25-34,Politics,Deputy Communications Director,NaN,90000,0.0,USD,NaN,NaN,United States,District of Columbia,5-7 years,5-7 years,Master's degree,Man,White
507,508,2021-04-27 12:52:54,25-34,Engineering or Manufacturing,Lab Manager,"Oversees R&D lab, not supervisory",80000,0.0,USD,NaN,NaN,United States,Massachusetts,8 - 10 years,5-7 years,College degree,Woman,White
508,509,2021-04-27 12:53:42,25-34,Computing or Tech,Senior Software Developer,NaN,115000,0.0,USD,NaN,NaN,United States,Texas,8 - 10 years,5-7 years,Master's degree,Woman,White
509,510,2021-04-27 12:53:46,35-44,Education (Primary/Secondary),Director of Human Resources,NaN,77000,0.0,USD,NaN,NaN,United States,Pennsylvania,11 - 20 years,11 - 20 years,College degree,Woman,White
510,511,2021-04-27 12:53:54,25-34,Transport or Logistics,Terminal Manager,NaN,95000,5000.0,USD,NaN,NaN,United States,Texas,8 - 10 years,8 - 10 years,College degree,Woman,White
511,512,2021-04-27 12:54:26,25-34,Transport or Logistics,Marketing Specialist,NaN,63000,1200.0,USD,NaN,NaN,United States,Georgia,5-7 years,5-7 years,College degree,Woman,White
512,513,2021-04-27 12:54:54,25-34,Nonprofits,Production Analyst,"My role is a little bit coding, a little bit graphics, a little UX — I'm sort of a middleman for a lot of different aspects of our product.",50000,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,2 - 4 years,College degree,Woman,White
513,514,2021-04-27 12:54:56,25-34,Government and Public Administration,Reference Librarian,NaN,52500,0.0,USD,NaN,NaN,United States,Virginia,8 - 10 years,8 - 10 years,Master's degree,Woman,White
514,515,2021-04-27 12:54:58,35-44,"Marketing, Advertising & PR",Freelance Marketing Consultant,NaN,60000,0.0,USD,NaN,NaN,United States,Maryland,8 - 10 years,5-7 years,College degree,Woman,White
515,516,2021-04-27 12:55:52,25-34,Art & Design,Collection Manager,NaN,100000,20000.0,USD,NaN,NaN,United States,New York,8 - 10 years,8 - 10 years,Master's degree,Woman,White
516,517,2021-04-27 12:57:01,45-54,"Accounting, Banking & Finance",Senior Accountant,NaN,70200,0.0,USD,NaN,NaN,United States,Illinois,21 - 30 years,11 - 20 years,College degree,Woman,White
517,518,2021-04-27 12:57:16,25-34,Education (Higher Education),"Assistant Director, Stewardship",NaN,64000,0.0,USD,NaN,NaN,United States,California,5-7 years,5-7 years,College degree,Woman,White
518,519,2021-04-27 12:57:19,25-34,Law,Lawyer,NaN,95000,25000.0,CAD,NaN,Bonus applies to percentage of collected billings beyond a certain threshold,Canada,NaN,2 - 4 years,2 - 4 years,Master's degree,Non-binary,Asian or Asian American
519,520,2021-04-27 12:57:37,35-44,"Accounting, Banking & Finance",Senior Accountant,NaN,76500,10000.0,USD,NaN,NaN,United States,Virginia,11 - 20 years,8 - 10 years,College degree,Woman,White
520,521,2021-04-27 12:57:53,25-34,"Marketing, Advertising & PR",Market Research Project Manager,NaN,75000,5000.0,USD,NaN,"bonus is up to 7.5% of salary dependent on company, team, an individual performance",United States,Pennsylvania,8 - 10 years,8 - 10 years,Master's degree,Woman,White
521,522,2021-04-27 12:57:54,25-34,Education (Primary/Secondary),High School Teacher,NaN,61500,0.0,CAD,NaN,NaN,Canada,NaN,2 - 4 years,2 - 4 years,College degree,Man,White
522,523,2021-04-27 12:58:29,45-54,Business or Consulting,Senior Data Planner,"Within marketing and advertising, agency side",68000,0.0,GBP,NaN,NaN,United Kingdom,NaN,21 - 30 years,11 - 20 years,College degree,Woman,White
523,524,2021-04-27 12:59:57,35-44,municipal (public) libraries,ILS/ILL Consultant,I support 30 libraries and their interlibrary loan as well as the computer system that operates all circulation and collection operations.,66000,0.0,USD,NaN,NaN,United States,Wisconsin,11 - 20 years,11 - 20 years,Master's degree,Woman,White
524,525,2021-04-27 13:00:27,25-34,"Marketing, Advertising & PR",Editor,NaN,55000,0.0,CAD,NaN,NaN,Canada,NaN,5-7 years,5-7 years,College degree,Woman,White
525,526,2021-04-27 13:00:47,25-34,Entertainment,Senior Manager,NaN,85000,7000.0,USD,NaN,NaN,United States,California,8 - 10 years,8 - 10 years,College degree,Woman,White
526,527,2021-04-27 13:01:51,35-44,"Accounting, Banking & Finance",BI Analyst,NaN,95000,0.0,USD,NaN,NaN,United States,Utah,11 - 20 years,5-7 years,College degree,Man,White
527,528,2021-04-27 13:02:05,35-44,Education (Primary/Secondary),Program Associate,NaN,50000,0.0,USD,NaN,NaN,United States,District of Columbia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
528,529,2021-04-27 13:02:06,35-44,Nonprofits,Marketing/Communications Manager,NaN,77000,0.0,USD,NaN,NaN,United States,California,11 - 20 years,11 - 20 years,Master's degree,Woman,White
529,530,2021-04-27 13:02:18,25-34,Government and Public Administration,Park Operations Supervisor,Nature Preserve Manager,52490,0.0,USD,NaN,NaN,United States,Texas,11 - 20 years,8 - 10 years,Master's degree,Woman,White
530,531,2021-04-27 13:02:20,25-34,Government and Public Administration,Records Information Analyst,I do records & information management (not IT),77000,7000.0,CAD,NaN,NaN,Canada,NaN,5-7 years,5-7 years,Master's degree,Woman,White
531,532,2021-04-27 13:02:45,25-34,Government and Public Administration,Senior Counsel,NaN,113300,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
532,533,2021-04-27 13:02:48,35-44,Biomedical Research,"Pharmacology Specialist, Scientist I.",NaN,120000,20000.0,USD,NaN,NaN,United States,Massachusetts,11 - 20 years,11 - 20 years,College degree,Woman,White
533,534,2021-04-27 13:02:54,45-54,Education (Higher Education),Adjunct Faculty Librarian,NaN,97000,0.0,USD,NaN,NaN,United States,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman,White
534,535,2021-04-27 13:03:15,35-44,Utilities & Telecommunications,Senior Engineer,NaN,120000,1000.0,CAD,NaN,NaN,Canada,NaN,11 - 20 years,11 - 20 years,College degree,Woman,White
535,536,2021-04-27 13:03:25,25-34,"Marketing, Advertising & PR",Copywriter,NaN,51000,0.0,USD,NaN,NaN,United States,Virginia,5-7 years,5-7 years,College degree,Woman,White
536,537,2021-04-27 13:05:15,45-54,Engineering or Manufacturing,US HR Manager,NaN,94550,0.0,USD,NaN,NaN,United States,Connecticut,21 - 30 years,8 - 10 years,College degree,Woman,White
537,538,2021-04-27 13:06:23,35-44,Utilities & Telecommunications,Communications Coordinator,NaN,67000,0.0,USD,NaN,NaN,United States,Georgia,11 - 20 years,11 - 20 years,College degree,Woman,White
538,539,2021-04-27 13:06:59,35-44,Media & Digital,Project Manager,NaN,70000,0.0,GBP,NaN,NaN,United Kingdom,NaN,11 - 20 years,11 - 20 years,High School,Woman,White
539,540,2021-04-27 13:06:59,45-54,Education (Primary/Secondary),Art Teacher,NaN,104000,0.0,USD,NaN,I went through post-graduate school and with additional credits and years in the system was able to max out the salary scale.,United States,New York,21 - 30 years,11 - 20 years,PhD,Woman,White
540,541,2021-04-27 13:07:11,35-44,Education (Higher Education),Executive Director of <technology and innovation buzzwords>,Supervise multiple departments housing online learning and student support infrastructure at a medium-size community college.,70000,25920.0,USD,NaN,NaN,United States,Florida,11 - 20 years,2 - 4 years,PhD,Woman,White
541,542,2021-04-27 13:08:37,25-34,Education (Higher Education),Senior Research Fellow/Assistant Professor,NaN,41000,0.0,GBP,NaN,NaN,United Kingdom,NaN,5-7 years,5-7 years,PhD,Woman,White
542,543,2021-04-27 13:08:57,18-24,Government and Public Administration,Biological Science Technician,National Park Service seasonal employee (1039 position); Series 0404,35265,0.0,USD,NaN,"Seasonal employee (up to 6 months, funding dependent). Federal pay scale G5 (rest of US locality)",United States,Georgia,2 - 4 years,1 year or less,College degree,Woman,White
543,544,2021-04-27 13:09:17,25-34,"Marketing, Advertising & PR",Managing Principal,"Political advertising/pr firm, client lead/lead strategist for digital campaigns",120000,25000.0,USD,NaN,NaN,United States,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
544,545,2021-04-27 13:10:19,55-64,"Marketing, Advertising & PR",Marketing Pursuit Team Manager,NaN,105000,5000.0,USD,NaN,NaN,United States,Texas,31 - 40 years,21 - 30 years,College degree,Woman,White
545,546,2021-04-27 13:10:30,25-34,"Marketing, Advertising & PR","Director, Marketing Technology",NaN,135000,15000.0,USD,NaN,NaN,United States,Minnesota,11 - 20 years,8 - 10 years,College degree,Man,White
546,547,2021-04-27 13:10:45,25-34,Education (Higher Education),Administrative Assistant,"As at most universities, job title woefully under-describes what I am asked to do",47000,0.0,USD,NaN,NaN,United States,Massachusetts,8 - 10 years,5-7 years,College degree,Woman,White
547,548,2021-04-27 13:10:46,25-34,Immigration,Projects Coordinator,NaN,43000,0.0,CAD,NaN,NaN,Canada,NaN,8 - 10 years,5-7 years,College degree,Woman,White
548,549,2021-04-27 13:11:05,35-44,Nonprofits,Development coordinator,NaN,42000,0.0,CAD,NaN,NaN,Canada,NaN,11 - 20 years,11 - 20 years,College degree,Woman,White
549,550,2021-04-27 13:11:23,45-54,Government and Public Administration,"Senior Manager, Learning & Development",NaN,110000,0.0,CAD,NaN,NaN,Canada,NaN,21 - 30 years,21 - 30 years,College degree,Woman,White
550,551,2021-04-27 13:13:01,25-34,Education (Primary/Secondary),Program Coordinator II,The title is my organizational/pay band classification. My internal job title is Instructor & Program Coordinator,55000,0.0,USD,NaN,NaN,United States,South Carolina,5-7 years,2 - 4 years,Master's degree,Woman,White
551,552,2021-04-27 13:13:05,25-34,Education (Higher Education),Admission Prospect Data Specialist,NaN,36000,0.0,USD,NaN,NaN,United States,Oregon,5-7 years,5-7 years,Master's degree,Woman,White
552,553,2021-04-27 13:13:15,25-34,Business or Consulting,Project Leader,Evaluation Lead,80000,2500.0,CAD,NaN,NaN,Canada,NaN,5-7 years,5-7 years,Master's degree,Woman,White
553,554,2021-04-27 13:13:59,25-34,Computing or Tech,Digital Designer,NaN,90000,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,5-7 years,College degree,Woman,White
554,555,2021-04-27 13:15:08,25-34,"Accounting, Banking & Finance",Customer Support Engineer,NaN,63000,15000.0,EUR,NaN,NaN,Belgium,NaN,8 - 10 years,8 - 10 years,Master's degree,Woman,White
555,556,2021-04-27 13:15:33,25-34,"Accounting, Banking & Finance",Assistant Controller,NaN,80000,4000.0,USD,NaN,NaN,United States,California,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
556,557,2021-04-27 13:16:06,45-54,Nonprofits,Chief Development Officer,NaN,92000,0.0,USD,NaN,NaN,United States,California,21 - 30 years,11 - 20 years,Master's degree,Woman,White
557,558,2021-04-27 13:16:09,35-44,Computing or Tech,Business Analyst,Technical Product Manager,95000,0.0,USD,NaN,NaN,United States,District of Columbia,8 - 10 years,2 - 4 years,College degree,Woman,Another option not listed here or prefer not to answer
558,559,2021-04-27 13:16:12,25-34,Computing or Tech,QA Engineer,NaN,75000,0.0,USD,NaN,NaN,United States,Alabama,5-7 years,5-7 years,Some college,Man,White
559,560,2021-04-27 13:16:13,55-64,"Accounting, Banking & Finance",Chief Compliance Officer/Operations Manager,"I was hired as Operations Manager.  I accepted the additional duties of CCO a few years ago, but I did not give up the core responsibilities of Operations Manager.  In my industry, for a small firm like ours, the CCO title is almost always held by someone in addition to their primary role.",110000,17000.0,USD,NaN,"My usual bonus is $10,000.  I got an extra bonus of $7,000 last year as thanks for extra work during the pandemic.",United States,Florida,31 - 40 years,11 - 20 years,Master's degree,Woman,White
560,561,2021-04-27 13:16:40,45-54,Education (Higher Education),"Senior Manager, Events and Special Projects",NaN,73000,0.0,USD,NaN,NaN,United States,Rhode Island,21 - 30 years,21 - 30 years,College degree,Woman,White
561,562,2021-04-27 13:17:46,45-54,Health care,Receptionist / assistant,NaN,24900,0.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,11 - 20 years,College degree,Woman,White
562,563,2021-04-27 13:18:09,25-34,Engineering or Manufacturing,Senior EHS Analyst,Report to the EHS manager of a 400 person manufacturing site. No direct reports,85000,0.0,USD,NaN,NaN,United States,Wisconsin,5-7 years,5-7 years,College degree,Woman,White
563,564,2021-04-27 13:18:12,25-34,Sales,Administrative Assistant,NaN,34320,0.0,USD,NaN,NaN,United States,Michigan,8 - 10 years,5-7 years,College degree,Woman,Hispanic Latino or Spanish origin
563,564,2021-04-27 13:18:12,25-34,Sales,Administrative Assistant,NaN,34320,0.0,USD,NaN,NaN,United States,Michigan,8 - 10 years,5-7 years,College degree,Woman,White
564,565,2021-04-27 13:18:18,35-44,Art & Design,Graphic Designer,NaN,31200,0.0,USD,NaN,NaN,United States,Florida,11 - 20 years,11 - 20 years,College degree,Woman,White
565,566,2021-04-27 13:18:34,35-44,Law,Senior Associate Trial Attorney,NaN,112000,15000.0,USD,NaN,NaN,United States,Georgia,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
566,567,2021-04-27 13:18:37,35-44,Nonprofits,Chief Operating Officer,NaN,56000,0.0,USD,NaN,NaN,United States,Maryland,11 - 20 years,11 - 20 years,NaN,Man,White
567,568,2021-04-27 13:19:10,45-54,"Marketing, Advertising & PR",Director of content strategy,NaN,150000,0.0,CAD,NaN,NaN,Canada,NaN,21 - 30 years,11 - 20 years,Master's degree,Woman,White
568,569,2021-04-27 13:19:16,45-54,Art & Design,User experience,NaN,150000,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,11 - 20 years,College degree,Woman,White
569,570,2021-04-27 13:19:30,25-34,Media & Digital,Managing Editor,NaN,62000,0.0,USD,NaN,NaN,United States,Connecticut,11 - 20 years,8 - 10 years,College degree,Woman,White
570,571,2021-04-27 13:19:33,25-34,Insurance,Communications Manager,NaN,80000,8000.0,USD,NaN,NaN,United States,Illinois,5-7 years,5-7 years,College degree,Other or prefer not to answer,White
571,572,2021-04-27 13:19:48,25-34,"Accounting, Banking & Finance",HR Business Partner,NaN,61500,3000.0,USD,NaN,NaN,United States,Oregon,5-7 years,5-7 years,College degree,Woman,White
572,573,2021-04-27 13:20:37,25-34,Insurance,Underwriter,NaN,40000,500.0,USD,NaN,NaN,United States,Tennessee,8 - 10 years,5-7 years,Some college,Woman,Black or African American
